id	PMID	Year	File	Website	Consortium	Domain	ChapterLevel	SubchapterLevel	Trait	uniqTrait	Population	Ncase	Ncontrol	N	Genome	Nsnps	Nhits	SNPh2	SNPh2_se	SNPh2_z	SNPh2_l	SNPh2_l_se	LambdaGC	Chi2	Intercept	Note	DateAdded	DateLastModified
3955	28957384	2017	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Kim_Ankle_Injury/Ankle3b_META_sort.txt.zip	https://grasp.nhlbi.nih.gov/FullResults.aspx		Body Structures	Injury, Poisoning and Certain Other Consequences of External Causes	Superficial Injuries of Ancle and Foot	Ankle injury (random effect)	Ankle injury	EUR+EAS+AMR	1694	97646	99340	hg19	7738123	0	0.0027	0.0034	0.7941	0.0253	0.0321	0.8477	0.8458	0.8406	Random effect meta analysis. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
3956	28957384	2017	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Kim_Ankle_Injury/Ankle3b_META_sort.txt.zip	https://grasp.nhlbi.nih.gov/FullResults.aspx		Body Structures	Injury, Poisoning and Certain Other Consequences of External Causes	Superficial Injuries of Ancle and Foot	Ankle injury (random effect)	Ankle injury	EUR+EAS+AMR	1694	97646	99340	hg19	7738123	0	0.0048	0.0043	1.1163	0.045	0.0405	0.9986	0.9985	0.9892	Weighted Z-statistics by METAL. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
3957	28979981	2017	http://broadabc.ctglab.nl/documents/p12/BroadABC_METALoutput_Combined.tbl	https://ctg.cncr.nl/		Psychiatric	Mental and Behavioural Disorders	Conduct Disorder	Antisocial behavior	Antisocial behavior	EUR			16400	hg19	9524854	0	0.0531	0.027	1.966666667			1.0165	1.0039	0.9861		2018-10-18	2019-02-11
3958	28979981	2017	http://broadabc.ctglab.nl/documents/p12/BroadABC_METALoutput__Males.tbl	https://ctg.cncr.nl/		Psychiatric	Mental and Behavioural Disorders	Conduct Disorder	Antisocial behavior (male)	Antisocial behavior	EUR			8535	hg19	7350313	1	0.0242	0.0605	0.4			1.0105	1.0075	1.0037		2018-10-18	2019-02-11
3959	28979981	2017	http://broadabc.ctglab.nl/documents/p12/BroadABC_METALoutput_Females.tbl	https://ctg.cncr.nl/		Psychiatric	Mental and Behavioural Disorders	Conduct Disorder	Antisocial behavior (female)	Antisocial behavior	EUR			7772	hg19	7376667	2	0.048	0.0562	0.854092527			1.0046	1.0048	0.9963		2018-10-18	2019-02-11
3960	28990592	2017	http://egg-consortium.org/downloads/EGG-TotalGWG-Maternal.txt.gz	http://egg-consortium.org/index.html	EGG	Reproduction	Certain conditions originating in the perinatal period	Disorders related to length of gestation and fetal growth	Gestational weight gain (maternal, total)	Gestational weight gain	EUR			10555	hg18	2408474	0	0.1715	0.0495	3.464646465			1.0405	1.033	0.9977	Phenotype: the last gestational weight (<= 28 weeks of gestation) before deliverty minus pre-/early-pregnency weight divided by the length of festation in weeks at the last measurment in maternal samples.	2018-10-18	2019-01-11
3961	28990592	2017	http://egg-consortium.org/downloads/EGG-EarlyGWG-Maternal.txt.gz	http://egg-consortium.org/index.html	EGG	Reproduction	Certain conditions originating in the perinatal period	Disorders related to length of gestation and fetal growth	Gestational weight gain (maternal, early)	Gestational weight gain	EUR			7704	hg18	2407247	0	0.1897	0.0603	3.145936982			1.0345	1.0142	0.9855	Phenotype: the difference between pre-/early-pregnancy weight and weight measured any time between 18 and 20 (inclusive) completed weeks of gestation divided by length of gestation in weeks at the time of the 18 to 20 week measurment in maternal samples.	2018-10-18	2019-01-11
3962	28990592	2017	http://egg-consortium.org/downloads/EGG-LateGWG-Maternal.txt.gz	http://egg-consortium.org/index.html	EGG	Reproduction	Certain conditions originating in the perinatal period	Disorders related to length of gestation and fetal growth	Gestational weight gain (maternal, late)	Gestational weight gain	EUR			7681	hg18	2408493	0	0.2983	0.0651	4.58218126			1.0496	1.0259	0.9808	Phenotype: the difference between pre-/early-pregnancy weight and weight measured any time between 18 to 20 week measurment and the last gestational weight measure at >= 28 weeks of gestation divided by the gestational age difference in completed weeks betwee nthese two measurements in maternal samples.	2018-10-18	2019-01-11
3963	28990592	2017	http://egg-consortium.org/downloads/EGG-TotalGWG-Offspring.txt.gz	http://egg-consortium.org/index.html	EGG	Reproduction	Certain conditions originating in the perinatal period	Disorders related to length of gestation and fetal growth	Gestational weight gain (offspring, total)	Gestational weight gain	EUR			16469	hg18	2448941	1	-0.0319	0.0261	-1.222222222			0.9898	0.9932	1.0035	Phenotype: the last gestational weight (<= 28 weeks of gestation) before deliverty minus pre-/early-pregnency weight divided by the length of festation in weeks at the last measurment in offspring samples.	2018-10-18	2019-02-11
3964	28990592	2017	http://egg-consortium.org/downloads/EGG-EarlyGWG-Offspring.txt.gz	http://egg-consortium.org/index.html	EGG	Reproduction	Certain conditions originating in the perinatal period	Disorders related to length of gestation and fetal growth	Gestational weight gain (offspring, early)	Gestational weight gain	EUR			8552	hg18	2406209	0	0.0743	0.0524	1.417938931			1.0345	1.0205	1.0084	Phenotype: the difference between pre-/early-pregnancy weight and weight measured any time between 18 and 20 (inclusive) completed weeks of gestation divided by length of gestation in weeks at the time of the 18 to 20 week measurment in offspring samples.	2018-10-18	2019-01-11
3965	28990592	2017	http://egg-consortium.org/downloads/EGG-LateGWG-Offspring.txt.gz	http://egg-consortium.org/index.html	EGG	Reproduction	Certain conditions originating in the perinatal period	Disorders related to length of gestation and fetal growth	Gestational weight gain (offspring, total)	Gestational weight gain	EUR			8625	hg18	2405976	0	0.0182	0.0527	0.345351044			1.0255	1.0098	1.0068	Phenotype: the difference between pre-/early-pregnancy weight and weight measured any time between 18 to 20 week measurment and the last gestational weight measure at >= 28 weeks of gestation divided by the gestational age difference in completed weeks betwee nthese two measurements in offspring samples.	2018-10-18	2019-01-11
3966	29273806	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/DemenaisF_29273806_GCST005212/TAGC_meta-analyses_results_for_asthma_risk.zip			Respiratory	Diseases of the Respiratory System	Asthma	Asthma (fixed effect model)	Asthma	EUR+AFR+EAS+AMR	23948	118538	142486	hg19	2001280	0	0.0509	0.0055	9.2545	0.0738	0.0079	1.1555	1.1945	1.0521	Multiancestry meta-analysis with fixed effect model. EUR: 127,669 (89.6%), AFR: 8,204 (5.8%), EAS: 5,215 (3.7%), AMR: 1,398 (0.9%). Population prevalence: 0.043 (PMID: 24162900, world wide doctor diagnosed).	2018-10-18	2019-11-08
3967	29273806	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/DemenaisF_29273806_GCST005212/TAGC_meta-analyses_results_for_asthma_risk.zip			Respiratory	Diseases of the Respiratory System	Asthma	Asthma (random effect model)	Asthma	EUR+AFR+EAS+AMR	23948	118538	142486	hg19	2001280	0	0.0454	0.0049	9.2653	0.0659	0.0071	1.0405	1.0818	0.9544	Multiancestry meta-analysis with rondom effect model. EUR: 127,669 (89.6%), AFR: 8,204 (5.8%), EAS: 5,215 (3.7%), AMR: 1,398 (0.9%). Population prevalence: 0.043 (PMID: 24162900, world wide doctor diagnosed).	2018-10-18	2019-11-08
3968	29273806	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/DemenaisF_29273806_GCST005212/TAGC_meta-analyses_results_for_asthma_risk.zip			Respiratory	Diseases of the Respiratory System	Asthma	Asthma (fixed effect model)	Asthma	EUR	19954	107715	127669	hg19	2001280	0	0.0513	0.0062	8.2742	0.0789	0.0095	1.1491	1.1853	1.0561	European cohorts only with fixed effect model. Population prevalence: 0.043 (PMID: 24162900, world wide doctor diagnosed).	2018-10-18	2019-11-08
3969	29273806	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/DemenaisF_29273806_GCST005212/TAGC_meta-analyses_results_for_asthma_risk.zip			Respiratory	Diseases of the Respiratory System	Asthma	Asthma (random effect model)	Asthma	EUR	19954	107715	127669	hg19	2001280	0	0.0457	0.0056	8.1607	0.0703	0.0086	1.0255	1.068	0.9528	European cohorts only with random effect model. Population prevalence: 0.043 (PMID: 24162900, world wide doctor diagnosed).	2018-10-18	2019-11-08
3970	29293525	2018	https://ndownloader.figshare.com/files/9948703	https://figshare.com/articles/_/5683975		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	General Metabolic Functions	GLP-1 stimulated insulin secretion	GLP-1 stimulated insulin secretion	EUR			126	hg19	6625663	0										2018-10-18	2019-01-11
3971	29304378	2018	http://www.gefos.org/sites/default/files/METAANALYSIS2016_all_GEFOS.txt.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Total body BMD	Bone mineral density	EUR+AFR+Others			66628	hg19	18253824	75	0.2412	0.0167	14.44311377			1.1779	1.3198	1.009		2018-10-18	2019-02-11
3972	29304378	2018	http://www.gefos.org/sites/default/files/METAANALYSIS2016_60_or_more_GEFOS.txt.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Total body BMD (60 or older)	Bone mineral density	EUR+AFR+Others			22504	hg19	13679447	19	0.3132	0.0317	9.880126183			1.0864	1.131	0.9937		2018-10-18	2019-02-11
3973	29304378	2018	http://www.gefos.org/sites/default/files/METAANALYSIS2016_4560GEFOS.txt.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Total body BMD (45-60 years old)	Bone mineral density	EUR+AFR+Others			18805	hg19	11806202	18	0.3466	0.036	9.627777778			1.0895	1.1232	0.996		2018-10-18	2019-02-11
3974	29304378	2018	http://www.gefos.org/sites/default/files/METAANALYSIS2016_3045GEFOS.txt.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Total body BMD (30-45 years old)	Bone mineral density	EUR+AFR+Others			10062	hg19	10565724	8	0.3133	0.0511	6.13111546			1.0527	1.0637	1.0028		2018-10-18	2019-02-11
3975	29304378	2018	http://www.gefos.org/sites/default/files/METAANALYSIS2016_1530GEFOS.txt.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Total body BMD (15-30 years old)	Bone mineral density	EUR+AFR+Others			4180	hg19	9260664	1										2018-10-18	2019-02-11
3976	29304378	2018	http://www.gefos.org/sites/default/files/METAANALYSIS2016_15_or_lessGEFOS.txt.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Total body BMD (15 or younger)	Bone mineral density	EUR+AFR+Others			11807	hg19	10228401	8	0.3509	0.0389	9.020565553			1.0315	1.0461	0.9665		2018-10-18	2019-02-11
3977	28724990	2017	http://www.gefos.org/sites/default/files/wholebodyleanmass.results.metal_.txt.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Lean body mass (whole body)	Lean body mass	EUR			38292	rsID	2632278	1	0.1304	0.0151	8.635761589			1.0864	1.0994	0.9998		2018-10-18	2019-02-11
3978	28724990	2017	http://www.gefos.org/sites/default/files/appendicularleanmass.results.metal_.txt.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Lean body mass (appendicular)	Apendicular lean body mass	EUR			28330	rsID	2674088	1	0.1804	0.02	9.02			1.0833	1.0944	0.9949		2018-10-18	2019-02-11
3979	28869591	2017	http://www.gefos.org/sites/default/files/BEurope-Bmd-As-C-Gwas-SumStats.txt_0.gz	http://www.gefos.org/	GEFOS	Skeletal	Structures Related to Movement	Structures related to movement, unspecified	Estimated BMD	Bone mineral density	UKB1 (EUR)			142487	hg19	17166350	281	0.2721	0.0143	19.02797203			1.4926	1.9184	1.1316		2018-10-18	2019-01-11
3980	29309628	2018	http://mccarthy.well.ox.ac.uk/publications/2018/EggOffspringBirthWeight_HumMolGen/MBW_Summary_Stats.txt.gz	http://egg-consortium.org/index.html	EGG	Reproduction	Certain conditions originating in the perinatal period	Disorders related to length of gestation and fetal growth	Offspring birthweight (maternal)	Birth weight of offspring	UKB1 (EUR meta)			86577	hg19	8741106	10	0.0834	0.0085	9.811764706			1.0957	1.1163	1.0083		2018-10-18	2019-01-11
3981	29343764	2018	https://drive.google.com/drive/folders/0BzYDtCo_doHJRFRKR0ltZHZWZjQ			Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	25-Hydroxyvitamin D level	25-Hydroxyvitamin D level	EUR			79366	rsID	2570093	8	0.0561	0.0089	6.303370787			1.0895	1.1022	1.0224	SNP position is provided in the original file but used rsID to extract position on hg19.	2018-10-18	2019-01-11
3982	29483656	2018	http://walters.psycm.cf.ac.uk/clozuk_pgc2.meta.sumstats.txt.gz	http://walters.psycm.cf.ac.uk/		Psychiatric	Mental and Behavioural Disorders	Schizophrenia	Schizophrenia	Schizophrenia	EUR	40675	64643	105318	hg19	8171059	141	0.412	0.0136	30.2941	0.2398	0.0079	1.6831	1.9347	1.0695	Meta-analysis of PGC2 and CLOZUK cohorts. Population prevalence: 0.01 (PMID: 21385235).	2018-10-18	2019-11-08
3983	29358691	2018	http://cg.bsc.es/70kfort2d/	http://cg.bsc.es/70kfort2d/	72kforT2D	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Type 2 Diabetes Mellitus	Type 2 Diabetes	Type 2 Diabetes	EUR	12931	57196	70127	hg19	15115281	0	0.0953	0.0089	10.7079	0.1509	0.0141	1.105	1.1316	1.0017	Sumary statistics for chromosome X was combined with autosomal results (only for combined sex). Population prevalence: 0.073 (WHO Global report of diabetes (WHO, 2016), european region from Table 2, it's prevalence of diabete not specific to type 2 but most of diabetes are type 2 (apps.who.int/iris/bitstream/10665/24871/1/9789241565257_eng.pdf)).	2018-10-18	2019-11-08
3984	29497042	2018	https://data.mendeley.com/datasets/tg5tvgm436/1/files/15505c35-8b99-4c13-8643-7e25f6c17a0d/Hrinc.GWAS.Exericise.ECG.gz?dl=1	http://dx.doi.org/10.17632%2Ftg5tvgm436.1		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	Heart rate increase	Heart rate increase	UKB2 (EUR)			58818	hg19	14651149	15	0.1512	0.0154	9.818181818			1.1459	1.1933	1.0104		2018-10-18	2019-01-11
3985	29497042	2018	https://data.mendeley.com/datasets/tg5tvgm436/1/files/8b78b82a-5628-4c5e-b750-8c1316f12751/HRR10.GWAS.Exericise.ECG.gz?dl=1	http://dx.doi.org/10.17632%2Ftg5tvgm436.1		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	Heart rate recovery at 10 secnds	Heart rate recovery at 10 secnds	UKB2 (EUR)			58818	hg19	14651149	19	0.1276	0.0144	8.861111111			1.0957	1.157	1.0043		2018-10-18	2019-01-11
3986	29497042	2018	https://data.mendeley.com/datasets/tg5tvgm436/1/files/0fc2568e-40fc-4f17-8fde-72d04b3c7d13/HRR20.GWAS.Exericise.ECG.gz?dl=1	http://dx.doi.org/10.17632%2Ftg5tvgm436.1		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	Heart rate recovery at 20 secnds	Heart rate recovery at 20 secnds	UKB2 (EUR)			58818	hg19	14651149	19	0.132	0.0136	9.705882353			1.1459	1.1714	1.0139		2018-10-18	2019-01-11
3987	29497042	2018	https://data.mendeley.com/datasets/tg5tvgm436/1/files/b8e16893-d9a3-4f66-9a16-6ea6a5868624/HRR30.GWAS.Exericise.ECG.gz?dl=1	http://dx.doi.org/10.17632%2Ftg5tvgm436.1		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	Heart rate recovery at 30 secnds	Heart rate recovery at 30 secnds	UKB2 (EUR)			58818	hg19	14651149	23	0.147	0.0138	10.65217391			1.1459	1.184	1.0072		2018-10-18	2019-01-11
3988	29497042	2018	https://data.mendeley.com/datasets/tg5tvgm436/1/files/6f088982-e10e-4622-b4ef-c3d4c230277b/HRR40.GWAS.Exericise.ECG.gz?dl=1	http://dx.doi.org/10.17632%2Ftg5tvgm436.1		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	Heart rate recovery at 40 secnds	Heart rate recovery at 40 secnds	UKB2 (EUR)			58818	hg19	14651149	21	0.1448	0.0147	9.850340136			1.1459	1.187	1.0119		2018-10-18	2019-01-11
3989	29497042	2018	https://data.mendeley.com/datasets/tg5tvgm436/1/files/7476c0a7-1bb4-48f5-93ed-385569571c4e/HRR50.GWAS.Exericise.ECG.gz?dl=1	http://dx.doi.org/10.17632%2Ftg5tvgm436.1		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	Heart rate recovery at 50 secnds	Heart rate recovery at 50 secnds	UKB2 (EUR)			58818	hg19	14651149	21	0.1421	0.0143	9.937062937			1.1459	1.1838	1.0125		2018-10-18	2019-01-11
3990	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_sum_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Neuroticism sum score	Neuroticism	UKB2 (EUR)			380506	hg19	10846943	105	0.105	0.0035	30			1.6032	1.8179	1.03	Meta-analysis of UKB release 1 and rest of individuals from release 2.	2018-10-18	2019-01-11
3991	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f1920_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Mood swings (MOOD)	Mood swings	UKB2 (EUR)			265382	hg19	10846943	41	0.067	0.0028	23.92857143			1.4034	1.5078	1.0163	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
3992	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f1930_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Miserableness (MIS)	Miserableness	UKB2 (EUR)			267050	hg19	10846943	36	0.0587	0.0028	20.96428571			1.3719	1.4514	1.0166	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
3993	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f1940_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Irritability (IRR)	Irritability	UKB2 (EUR)			260369	hg19	10846943	38	0.0621	0.0026	23.88461538			1.3615	1.456	1.0084	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
3994	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f1950_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Sensitivity / hurt feelings (HURT)	Sensitivity	UKB2 (EUR)			264144	hg19	10846943	29	0.0594	0.0025	23.76			1.3615	1.447	1.0187	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
3995	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f1960_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Fed-up feelings (FED_UP)	Fed-up	UKB2 (EUR)			266208	hg19	10846943	33	0.0647	0.0026	24.88461538			1.3999	1.5128	1.0291	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
3996	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f1970_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Nervous feelings (NERV-FEEL)	Nervous	UKB2 (EUR)			264858	hg19	10846943	36	0.0619	0.0027	22.92592593			1.3789	1.4763	1.017	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
3997	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f1980_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Worrier / anxious feelings (WORRY)	Anxious	UKB2 (EUR)			264646	hg19	10846943	39	0.0725	0.0028	25.89285714			1.421	1.5473	1.0167	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
3998	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f1990_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Tense / 'highly strung' (TENSE)	Tense	UKB2 (EUR)			263635	hg19	10846943	23	0.0536	0.0023	23.30434783			1.3203	1.4006	1.0009	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
3999	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f2000_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Worry too long after embarrassment (WORR-EMB)	Worry too long after embarrassment	UKB2 (EUR)			261094	hg19	10846943	21	0.06	0.0026	23.07692308			1.3685	1.4564	1.0247	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
4000	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f2010_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Suffer from 'nerves' (SUF-NERV)	Suffer from nerves	UKB2 (EUR)			262321	hg19	10846943	6	0.0417	0.0023	18.13043478			1.2664	1.3141	1.0038	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
4001	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f2020_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Loneliness, isolation (LONE)	Loneliness	UKB2 (EUR)			267190	hg19	10846943	7	0.0351	0.002	17.55			1.2464	1.2764	1.0154	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
4002	29500382	2018	https://ctg.cncr.nl/documents/p1651/sumstats_neuro_f2030_ctg_format.txt.gz	https://ctg.cncr.nl/software/summary_statistics		Psychiatric	Mental Functions	Temperament and Personality Functions	Guilty feelings (GUILT)	Guilty feelings	UKB2 (EUR)			265139	hg19	10846943	14	0.049	0.0021	23.33333333			1.3068	1.3677	1.0109	Meta-analysis of UKB release 1 and rest of individuals from release 2. For phenotype, abbreviation in parentheses is used in the original study.	2018-10-18	2019-01-11
4003	29513936	2018	https://doi.org/10.5281/zenodo.1048977	https://github.com/saralpulit/UveitisJIA_MHC-fineMapping		Connective Tissue	Diseases of the Musculoskeletal System and Connective Tissue	Juvenile arthritis	Juvenile idiopathic arthritis with vs without uveitis	Juvenile idiopathic arthritis with vs without uveitis	EUR	137	247	384	hg19	8674297	0									Phase 1 samples. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-01-11
4004	29513936	2018	https://doi.org/10.5281/zenodo.1048979	https://github.com/saralpulit/UveitisJIA_MHC-fineMapping		Connective Tissue	Diseases of the Musculoskeletal System and Connective Tissue	Juvenile arthritis	Juvenile idiopathic arthritis with vs without uveitis	Juvenile idiopathic arthritis with vs without uveitis	EUR	77	115	192	hg19	8682171	0									Phase 2 samples. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-01-11
4005	29559693	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005811/Zengini_29559693_SR.txt.gz			Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Other Arthrosis	Osteoarthritis (self reported)	Osteoarthritis	UKB1 (EUR)	12658	50898	63556	hg19	16499239	0	0.0653	0.0087	7.5057	0.1336	0.0178	1.0957	1.0915	1.0078	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4006	29559693	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005814/Zengini_29559693_HD.txt.gz			Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Other Arthrosis	Osteoarthritis (hospital diagnosed)	Osteoarthritis	UKB1 (EUR)	10083	40425	50508	hg19	16468597	0	0.0888	0.0119	7.4622	0.1813	0.0243	1.0833	1.0968	1.0065	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4007	29559693	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005810/Zengini_29559693_HD_hip.txt.gz			Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Other Arthrosis	Osteoarthritis of hip (hospital diagnosed)	Osteoarthritis of hip	UKB1 (EUR)	2396	9593	11989	hg19	16122076	0	0.1603	0.0432	3.7106	0.3274	0.0882	1.0405	1.0479	1.0097	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4008	29559693	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005813/Zengini_29559693_HD_knee.txt.gz			Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Other Arthrosis	Osteoarthritis of knee (hospital diagnosed)	Osteoarthritis of knee	UKB1 (EUR)	4462	17885	22347	hg19	16309199	0	0.104	0.0236	4.4068	0.2126	0.0483	1.0405	1.0475	1.0016	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4009	29559693	2018	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005812/Zengini_29559693_HD_hipknee.txt.gz			Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Other Arthrosis	Osteoarthritis of hip or knee (hospital diagnosed)	Osteoarthritis of hip or knee	UKB1 (EUR)	6586	26384	32970	hg19	16396089	0	0.1129	0.0176	6.4148	0.2307	0.036	1.0588	1.0741	1.0004	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4010	29566793	2018	http://als.umassmed.edu/images/GWAS_File.zip	http://als.umassmed.edu/		Neurological	Diseases of the Nervous System	Spinal Muscular Strophy and Related Syndrome	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	EUR	20806	59804	80610	hg19	10031417	6	0.0303	0.0068	4.4559	0.0102	0.0023	1.0466	1.0695	1.0208	Population prevalence: 0.00011 (PMID: 29470458 (USA cohort, Average of ages between 40 and 79 from Table)).	2018-10-18	2019-11-08
4011	29662059	2018	https://datashare.is.ed.ac.uk/bitstream/handle/10283/3036/UKBiobank_broad_12Jan18.txt?sequence=1&isAllowed=y	https://datashare.is.ed.ac.uk/handle/10283/3036		Psychiatric	Mental and Behavioural Disorders	Depressive Episode	Broad depression	Depression	UKB2 (EUR)	113769	208811	322580	hg19	7641986	0	0.0622	0.0029	21.4483	0.0682	0.0032	1.3272	1.3948	1.0074	Population prevalence: 0.0856 (PMID: 11581110).	2018-10-18	2019-11-08
